,Name,Ancestry_Proportion,Education_Proportion,Age_Average,Children_Average,Income_Average
23,Davidson,0.4576675990140108,0.5820784959832432,40.770080590571794,1.6654867831395725,1192.3036504901202
24,Drummoyne,0.30035018630908616,0.5640616626995502,39.70140697630946,1.2558430463172026,1122.3280118231721
25,Dubbo,0.5044274370494202,0.28348657402570265,39.56502716539546,2.0368719902249692,823.8425090681201
26,East Hills,0.27981123537397373,0.4220311590923783,39.12638179584977,1.7089684746557674,808.2950415822208
27,Epping,0.3071437507819342,0.6036156637057425,40.55786313023896,1.5420778253584062,1008.5578152049054
28,Fairfield,0.11341794270474088,0.380914608911574,37.65737802915345,1.8340936227535745,578.739543456685
29,Gosford,0.5545730303604799,0.3556455325948596,43.13998049995938,1.71237991785193,800.6453438241
30,Goulburn,0.5626889114739385,0.33773741800087115,42.36870240090809,1.921199832191302,871.3850349599151
31,Granville,0.14189226291801657,0.4539454176047444,35.3966284113997,1.6471728892856043,709.9275495231108
32,Hawkesbury,0.528756154303955,0.3270572958935238,38.583022236649896,1.779514573548919,902.3748258244311
33,Heathcote,0.5520520060411058,0.43049445137566483,39.09291483354127,1.6613877331901759,1010.8801172670459
34,Heffron,0.29693527029879674,0.6546949663205972,35.044570035886316,0.7786135442700118,992.0081795678221
35,Holsworthy,0.2515224036205957,0.4210719617088833,35.687391891571686,1.7413960723313242,831.3274586886994
36,Hornsby,0.45510111108298956,0.5336108931689909,39.16833286932753,1.5762893285760622,1019.7955405903441
37,Keira,0.5269953051643192,0.4071621759542764,40.318751275770566,1.7320584999676438,887.2286700390816
38,Kiama,0.5764968295830761,0.32707199371527973,42.51550137478256,1.900094973699591,827.3881149407835
39,Kogarah,0.14348015225666122,0.5610657966286025,38.39151712887439,1.2890870790359203,754.9165172568355
40,Ku-ring-gai,0.42636151727060817,0.6024082869002655,40.254166510851,1.564363228140202,1178.3270629546023
41,Lake Macquarie,0.5874125874125874,0.30371037413290936,43.25815030040382,1.9006379753974127,781.8396182882035
42,Lakemba,0.1032469304229195,0.43479399727148704,35.672469304229196,1.8086464392391133,600.2579488778056
43,Lane Cove,0.41338347149816257,0.5880571868094302,39.53190813971944,1.3412631775352177,1237.3491137718713
44,Lismore,0.5624002596629791,0.3078223472451381,43.18398203997728,1.9629708448606087,680.1715645272217
45,Liverpool,0.14755195645971866,0.39042508833146794,35.0626549915509,1.8076304724214691,670.889748549323
46,Londonderry,0.38623145788407504,0.3017817857065063,35.465268248055935,1.8622833343541374,767.9964143426295
47,Macquarie Fields,0.3001134732064286,0.406720392756241,36.088474364318465,1.7270252511029758,774.4431498593813
48,Maitland,0.5712860382248137,0.2910528020732102,37.56961451247165,1.8492214591691032,845.6438137583591
49,Manly,0.5867413632119515,0.5721630874572051,38.13993152816682,1.3150026171159381,1314.268377548076
50,Maroubra,0.34449421151822207,0.49984090853464525,39.75420368602688,1.3959591417191315,976.0830959959792
51,Miranda,0.4632426309970066,0.45624443785226937,41.112227286211265,1.6457799649453957,1002.8570661608118
52,Monaro,0.5157662101898259,0.41910362155833564,39.216688372337764,1.674007865570254,1026.1949827929723
53,Mount Druitt,0.24088372879445416,0.3969678182945387,34.35867666121851,1.8504377958602767,716.5103974010518
54,Mulgoa,0.33459029884662156,0.3852701656983528,35.22256887720634,1.7361272155043896,904.4808641242602
55,Murray,0.46557630144256285,0.2531118830510928,41.711234139045686,2.1230738241514753,763.2408498544295
56,Myall Lakes,0.5637392173142142,0.24738612217328287,47.06218425903776,2.0895601297053434,645.4302589817266
57,Newcastle,0.5776856851828596,0.4516583643797006,40.73960121115716,1.417013179223342,958.450672402574
58,Newtown,0.4301388773190846,0.6693601170996418,36.53955088003237,0.598016459168601,1122.8298857441566
59,North Shore,0.5147279598281307,0.6736035616296526,41.00882642232231,1.0386314820497085,1496.8452440197736
60,Northern Tablelands,0.5191822311963654,0.3171125694093892,40.80874558303887,1.9911336073648809,732.8449651314963
61,Oatley,0.2940945242993226,0.511301248706089,40.44995348471547,1.5360612976850343,917.6043944778568
62,Orange,0.5379006687975764,0.2964531905880541,39.95693251691249,2.031584397652744,823.6492640629555
63,Oxley,0.5462844748294277,0.25254314072731765,44.90005903106682,2.0912209743237877,648.6117192408003
64,Parramatta,0.20632178860360492,0.5570161313932722,36.41020386255624,1.2997483089507629,861.6473776544211
65,Penrith,0.513021957101155,0.35480390912552356,37.861213351948216,1.7489751388521555,876.4226406572982
66,Pittwater,0.6078681611363889,0.5001387193430252,42.72666740650316,1.6686770359397594,1113.8956877545684
67,Port Macquarie,0.5969998222319463,0.304954258912333,46.779800079311904,1.940472589156667,733.3337856173677
68,Port Stephens,0.569627346595685,0.2807509106192211,43.773886242645,1.9511616880037932,764.3518430777978
69,Prospect,0.1832743915123778,0.4239650509673393,38.23223485358362,1.7757149371376457,768.3896711270887
70,Riverstone,0.28712915359106184,0.4784224700095702,33.383076272506734,1.5901512334201067,986.9446074776732
71,Rockdale,0.2057752099865423,0.524885145482389,39.137488978606896,1.291831220120557,869.9568508705527
72,Ryde,0.23389950840657037,0.6177619052741413,38.32540903370158,1.187259501344157,911.1732795398476
73,Seven Hills,0.3113224305152588,0.4773634285849626,38.039150669682506,1.5839698226143342,902.1001238678957
74,Shellharbour,0.5284977283081128,0.281837546326508,40.046911360921975,1.8879732247166177,770.5817787203022
75,South Coast,0.5651167138891685,0.2709085417595536,46.03647398927066,2.016998311182906,678.6865201337741
76,Strathfield,0.15986079627087257,0.6106871853814799,37.540201994402054,1.1852566680069696,853.6556171926921
77,Summer Hill,0.33072177668106106,0.5740160394818014,39.25879086983343,1.096683133380381,997.7901757391194
78,Swansea,0.5896248912830009,0.2698005218415958,43.47354319221166,1.9260924546859632,763.5901937713719
79,Sydney,0.36254401899793987,0.6796837736078833,38.023128368024196,0.5725819649773608,1284.1815770311036
80,Tamworth,0.520744625610136,0.27613199709211755,40.6899729982345,2.0253828257925623,795.7261189780888
81,Terrigal,0.6069372855170151,0.40071915888489357,42.65398340192232,1.828816268235454,902.4751575926027
82,The Entrance,0.5749003929515177,0.32582115913851883,41.62540903925407,1.8409704436907317,786.6960384906077
83,Tweed,0.5912260199325079,0.32186141786047245,45.48019223446302,1.8802228412256268,736.1618443256926
84,Upper Hunter,0.53378262078462,0.25328690402107856,39.84336727263098,2.0194793306726226,858.2332970701879
85,Vaucluse,0.438672565262617,0.630581629967541,39.47138220144624,1.1420496046238369,1415.6217590152505
86,Wagga Wagga,0.543929336748027,0.32896043485078136,38.98192912768515,1.9347811123348018,835.1582146798618
87,Wakehurst,0.5042155958084211,0.4940779411207038,39.49861586884251,1.5367718841522942,1043.5373108958015
88,Wallsend,0.5283647121442806,0.37706561699283303,39.03412677782316,1.6086656850151948,787.6011890219073
89,Willoughby,0.39150787661541364,0.6256956890859353,38.55131591359306,1.2220306793279767,1257.9385724359477
90,Wollondilly,0.5461104182591088,0.3316168483726918,40.53485939574365,1.836921458625526,889.8335825441658
91,Wollongong,0.4138957517324495,0.38935824043386563,40.575655317866826,1.6190933003249266,755.7823423140367
92,Wyong,0.5453579113842005,0.27306784890202485,40.52921884317233,1.8977361172210754,746.1973454355539
